AUTHOR,BORN_DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,STYLE,SCHOOL,TIMEFRAME
"BACKER, Jacob Adriaensz.","(b. 1608, Harlingen, d. 1651, Amsterdam)",Portrait of Geertruida Hasselaer,c. 1645,"Oil on canvas, 97 x 75 cm",Private collection,http://www.wga.hu/html/b/backer/porthass.html,painting,portrait,Dutch,1601-1650
"BACKER, Jacob Adriaensz.","(b. 1608, Harlingen, d. 1651, Amsterdam)",Portrait of Johannes Lutma,1639-51,"Oil on panel, 91 x 71 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/b/backer/p_lutma.html,painting,portrait,Dutch,1601-1650
"BAEN, Jan de","(b. 1633, Haarlem, d. 1702, Den Haag)","Self-Portrait with His Wife, Maria de Kinderen",1674,"Oil on canvas, 101 x 93 cm","Museum Bredius, The Hague",http://www.wga.hu/html/b/baen/selfport.html,painting,portrait,Dutch,1651-1700
"BAEN, Jan de","(b. 1633, Haarlem, d. 1702, Den Haag)",Portrait of a Lady,-,"Oil on canvas, 117 x 93 cm",Private collection,http://www.wga.hu/html/b/baen/portlady.html,painting,portrait,Dutch,1651-1700
"BAILLY, David","(b. 1584, Leiden, d. 1657, Leiden)",Portrait of a Man,1641,"Oil on wood, 84 x 62 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/b/bailly/port_man.html,painting,portrait,Dutch,1601-1650
"BAILLY, David","(b. 1584, Leiden, d. 1657, Leiden)",Portrait of Anthony de Wale,1636,"Oil on wood, 71 x 60 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/b/bailly/portwale.html,painting,portrait,Dutch,1601-1650
"BAILLY, David","(b. 1584, Leiden, d. 1657, Leiden)",Self-Portrait with Vanitas Symbols,1651,"Oil on wood, 65 x 97,5 cm","Stedelijk Museum De Lakenhal, Leiden",http://www.wga.hu/html/b/bailly/selfport.html,painting,portrait,Dutch,1601-1650
"BAILLY, David","(b. 1584, Leiden, d. 1657, Leiden)",Self-Portrait,1625,"Pen in brown, brush in grey, 183 x 137 mm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/b/bailly/selfpory.html,graphics,portrait,Dutch,1601-1650
"BAILLY, David","(b. 1584, Leiden, d. 1657, Leiden)",Self-Portrait,c. 1625,"Brush in black and grey on light brown paper, 164 x 122 mm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/b/bailly/selfporx.html,graphics,portrait,Dutch,1601-1650
"BALASSI, Mario","(b. 1604, Firenze, d. 1667, Firenze)",Portrait of Vittoria della Rovere,1661,"Oil on canvas, 83 x 64 cm",Private collection,http://www.wga.hu/html/b/balassi/balassi8.html,painting,portrait,Italian,1601-1650
"BALASSI, Mario","(b. 1604, Firenze, d. 1667, Firenze)",Queen of Armenia,-,"Oil on panel, 64 x 48 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/b/balassi/balassi7.html,painting,portrait,Italian,1601-1650
"BALDOVINETTI, Alessio","(b. ca.1425, Firenze, d. 1499, Firenze)",Portrait of a Lady in Yellow (with frame),c. 1465,"Tempera and oil on panel, 63 x 41 cm","National Gallery, London",http://www.wga.hu/html/b/baldovin/portrai.html,painting,portrait,Italian,1451-1500
"BALDOVINETTI, Alessio","(b. ca.1425, Firenze, d. 1499, Firenze)",Portrait of a Lady in Yellow,c. 1465,"Tempera and oil on panel, 63 x 41 cm","National Gallery, London",http://www.wga.hu/html/b/baldovin/portrait.html,painting,portrait,Italian,1451-1500
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, 1545, Strassburg)",Portrait of a Young Man with a Rosary,1509,"Oil on panel, 51,4 x 36,8 cm","Royal Collection, Windsor",http://www.wga.hu/html/b/baldung/3/1young.html,painting,portrait,German,1501-1550
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)","Ludwig, Count von Löwenstein",1513,"Linden panel, 46 x 33 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/b/baldung/3/21ludwig.html,painting,portrait,German,1501-1550
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",Count Christoph I of Baden,1515,"Wood, 47 x 36 cm","Alte Pinakothek, Munich",http://www.wga.hu/html/b/baldung/3/2christo.html,painting,portrait,German,1501-1550
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",Count Philip,1517,"Wood, 41 x 31 cm","Alte Pinakothek, Munich",http://www.wga.hu/html/b/baldung/3/3philip.html,painting,portrait,German,1501-1550
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",Portrait of Ambroise Volmar Keller,1538,Oil on lime panel,"Musée de l'Oeuvre Notre-Dame, Strasbourg",http://www.wga.hu/html/b/baldung/3/4keller.html,painting,portrait,German,1501-1550
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",Portrait of Caspar Hedio,1543,"Woodcut, 175 x 138 mm","Staatliche Museen, Berlin",http://www.wga.hu/html/b/baldung/4/5hedio.html,graphics,portrait,German,1501-1550
"BALDUNG GRIEN, Hans","(b. 1484/85, Schwäbisch-Gmünd, d. 1545, Strasbourg)",Portrait of Martin Luther,1521,Woodcut,-,http://www.wga.hu/html/b/baldung/4/41luther.html,graphics,portrait,German,1501-1550
"BANDINELLI, Baccio","(b. 1488, Firenze, d. 1560, Firenze)",Andrea Doria as Neptune,1528-36,Marble,"Piazza del Duomo, Carrara",http://www.wga.hu/html/b/bandinel/dorianep.html,sculpture,portrait,Italian,1501-1550
"BANDINELLI, Baccio","(b. 1488, Firenze, d. 1560, Firenze)",Andrea Doria as Neptune,c. 1535,"Pen and ink over underdrawing in black chalk and stylus, 425 x 275 mm","British Museum, London",http://www.wga.hu/html/b/bandinel/dorianex.html,graphics,portrait,Italian,1501-1550
"BANDINELLI, Baccio","(b. 1488, Firenze, d. 1560, Firenze)",Bust of Cosimo I,-,Marble,"Museo Nazionale del Bargello, Florence",http://www.wga.hu/html/b/bandinel/cosimo_1.html,sculpture,portrait,Italian,1501-1550
"BANDINELLI, Baccio","(b. 1488, Firenze, d. 1560, Firenze)",Duke Cosimo I de' Medici,c. 1540,"Marble, 53 x 31 cm","Museo Nazionale del Bargello, Florence",http://www.wga.hu/html/b/bandinel/cosimo.html,sculpture,portrait,Italian,1501-1550
"BANDINELLI, Baccio","(b. 1488, Firenze, d. 1560, Firenze)",Equestrian Statue of Cosimo,c. 1545,"Bronze, height 28 cm","Museo Nazionale del Bargello, Florence",http://www.wga.hu/html/b/bandinel/equestri.html,sculpture,portrait,Italian,1501-1550
"BANDINELLI, Baccio","(b. 1488, Firenze, d. 1560, Firenze)",Portrait of Michelangelo,1522,"Oil on wood, 49 x 36 cm","Musée du Louvre, Paris",http://www.wga.hu/html/b/bandinel/portmich.html,painting,portrait,Italian,1501-1550
"BANDINELLI, Baccio","(b. 1488, Firenze, d. 1560, Firenze)",Self-Portrait,c. 1530,"Oil on canvas, 147 x 112 cm","Isabella Stewart Gardner Museum, Boston",http://www.wga.hu/html/b/bandinel/selfport.html,painting,portrait,Italian,1501-1550
"BARABÁS, Miklós","(b. 1810, Kézdimárkosfalva, d. 1898, Budapest)",Count István Széchenyi,1848,Oil on canvas,"Historical Picture Gallery, Hungarian National Museum, Budapest",http://www.wga.hu/html/b/barabas/szecheny.html,painting,portrait,Hungarian,1801-1850
"BARABÁS, Miklós","(b. 1810, Kézdimárkosfalva, d. 1898, Budapest)",Portrait of Emperor Franz Joseph I,1853,"Oil on canvas, 268 x 178,5 cm","Historical Picture Gallery, Hungarian National Museum, Budapest",http://www.wga.hu/html/b/barabas/emperor.html,painting,portrait,Hungarian,1801-1850
"BARABÁS, Miklós","(b. 1810, Kézdimárkosfalva, d. 1898, Budapest)",Portrait of Franz Liszt,1847,"Oil on canvas, 132 x 102 cm","Historical Picture Gallery, Hungarian National Museum, Budapest",http://www.wga.hu/html/b/barabas/liszt_f.html,painting,portrait,Hungarian,1801-1850
"BARABÁS, Miklós","(b. 1810, Kézdimárkosfalva, d. 1898, Budapest)",Portrait of János Buttler,1836,"Oil on canvas, 250 x 153 cm","Dobó István Vármúzeum, Eger",http://www.wga.hu/html/b/barabas/buttler.html,painting,portrait,Hungarian,1801-1850
"BARABÁS, Miklós","(b. 1810, Kézdimárkosfalva, d. 1898, Budapest)",Portrait of József Eötvös,1845,"Oil on canvas, 65,5 x 52,5 cm","Hungarian National Museum, Budapest",http://www.wga.hu/html/b/barabas/eotvos_j.html,painting,portrait,Hungarian,1801-1850
"BARATTA, Giovanni di Isidoro","(b. 1670, Carrara, d. 1747, Carrara)",Bust of a Youth,1697-1700,"Marble, height 79 cm",Private collection,http://www.wga.hu/html/b/baratta/giovanni/bust.html,sculpture,portrait,Italian,1701-1750
"BARBARI, Jacopo de'","(b. ca. 1445, Venezia, d. 1516, Bruxelles)",Portrait of a Man,1497-1500,"Oil on poplar panel, 61 x 46 cm","Staatliche Museen, Berlin",http://www.wga.hu/html/b/barbari/manpor.html,painting,portrait,Italian,1501-1550
"BARBARI, Jacopo de'","(b. ca. 1445, Venezia, d. 1516, Bruxelles)",Portrait of Fra Luca Pacioli and an Unknown Young Man,c. 1495,Wood,"Museo Nazionale di Capodimonte, Naples",http://www.wga.hu/html/b/barbari/pacioli.html,painting,portrait,Italian,1501-1550
"BARBAULT, Jean","(b. 1718, Viarmes, d. 1762, Roma)",A Girl from Frascati,-,"Oil on canvas, 26 x 19 cm",Private collection,http://www.wga.hu/html/b/barbault/frascati.html,painting,portrait,French,1701-1750
"BARBAULT, Jean","(b. 1718, Viarmes, d. 1762, Roma)",The Venetian,-,"Oil on canvas, 25 x 19 cm",Private collection,http://www.wga.hu/html/b/barbault/venetian.html,painting,portrait,French,1701-1750
"BARKER, Thomas Jones","(b. 1813, Bath, d. 1882, London)",Self-Portrait,-,Oil on canvas,"Victoria Art Gallery, Bath",http://www.wga.hu/html/b/barker/thomas1/selfport.html,painting,portrait,English,1851-1900
"BARKER, Thomas","(b. 1769, Pntypool, d. 1847, Bath)","Thomas Barker and his Preceptor, Charles Spackman",1789,"Oil on canvas, 48 x 152 cm","Victoria Art Gallery, Bath",http://www.wga.hu/html/b/barker/thomas/selfport.html,painting,portrait,English,1801-1850
"BAROCCI, Federico Fiori","(b. 1526, Urbino, d. 1612, Urbino)",Double Portrait with the Della Rovere Family Emblem,-,"Oil on canvas, 92 cm x 78 cm",Private collection,http://www.wga.hu/html/b/barocci/portrait.html,painting,portrait,Italian,1551-1600
"BAROCCI, Federico Fiori","(b. 1526, Urbino, d. 1612, Urbino)",Francesco II della Rovere,1572,"Oil on canvas, 113 x 93 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/b/barocci/francesc.html,painting,portrait,Italian,1551-1600
"BAROCCI, Federico Fiori","(b. 1526, Urbino, d. 1612, Urbino)",Portrait of a Young Woman,1570-75,"Oil on paper, 45 x 33 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/b/barocci/port_wom.html,painting,portrait,Italian,1551-1600
"BAROCCI, Federico Fiori","(b. 1526, Urbino, d. 1612, Urbino)",Portrait of Ippolito della Rovere,c. 1602,"Oil on canvas, 118 x 95 cm","Italian Embassy, London",http://www.wga.hu/html/b/barocci/ippolito.html,painting,portrait,Italian,1551-1600
"BAROCCI, Federico Fiori","(b. 1526, Urbino, d. 1612, Urbino)",Self-Portrait,1570-75,"Oil on canvas, 33 x 25 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/b/barocci/selfport.html,painting,portrait,Italian,1551-1600
"BAROCCI, Federico Fiori","(b. 1526, Urbino, d. 1612, Urbino)",Self-Portrait,c. 1600,"Oil on canvas, 40 x 34 cm","Residenzgalerie, Salzburg",http://www.wga.hu/html/b/barocci/selfporx.html,painting,portrait,Italian,1551-1600
"BARRE, Jean-August","(b. 1811, Paris, d. 1896, Paris)",Bust of Mrs. Bouchet,1859,"Marble, height 74 cm",Private collection,http://www.wga.hu/html/b/barre/son/mmeboche.html,sculpture,portrait,French,1801-1850
"BARRE, Jean-August","(b. 1811, Paris, d. 1896, Paris)",Mary of Burgundy,before 1844,"Bronze, height 46 cm","Art Institute, Chicago",http://www.wga.hu/html/b/barre/son/maryburg.html,sculpture,portrait,French,1801-1850
"BARRE, Jean-Jacques","(b. 1793, Paris, d. 1855, Paris)",The Tragic Actress Rachel,1848,"Ivory on gilded-bronze base, 44 x 14 cm","Musée du Louvre, Paris",http://www.wga.hu/html/b/barre/father/actress.html,sculpture,portrait,French,1801-1850
"BARTHOLOMÉ, Albert","(b. 1848, Thiverval-Grignon, d. 1928, Paris)",Tadamasa Hayashi,1892,"Bronze, height 26 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/b/bartholo/hayashi.html,sculpture,portrait,French,1851-1900
"BARTOLINI, Lorenzo","(b. 1777, Savignano, d. 1850, Firenze)","Elisa Baciocchi, née Bonaparte",c. 1809,"Marble, height 74 cm",Private collection,http://www.wga.hu/html/b/bartolin/bonapart.html,sculpture,portrait,Italian,1801-1850
"BARTOLINI, Lorenzo","(b. 1777, Savignano, d. 1850, Firenze)",Bust of Rosa Trivulzio Poldi Pezzoli,1828,"Marble, height 70 cm","Museo Poldi Pezzoli, Milan",http://www.wga.hu/html/b/bartolin/trivulzi.html,sculpture,portrait,Italian,1801-1850
"BARTOLINI, Lorenzo","(b. 1777, Savignano, d. 1850, Firenze)",Elisa and her Daughter Napoléonne,1813,"Marble, height 180 cm","Musée du Louvre, Paris",http://www.wga.hu/html/b/bartolin/elisa.html,sculpture,portrait,Italian,1801-1850
"BARTOLINI, Lorenzo","(b. 1777, Savignano, d. 1850, Firenze)",The Sculptor's Wife,1831,Marble,Private collection,http://www.wga.hu/html/b/bartolin/bustwife.html,sculpture,portrait,Italian,1801-1850
"BARTOLOMEO, Fra","(b. 1472, Firenze, d. 1517, Pian' di Mugnone)",Portrait of Girolamo Savonarola,c. 1498,"Oil on wood, 47 x 31 cm","Museo di San Marco, Florence",http://www.wga.hu/html/b/bartolom/fra/savonaro.html,painting,portrait,Italian,1501-1550
"BASAITI, Marco",(active 1496-1530 in Venice),Portrait of a Man in a Cap,1500-10,"Tempera on panel, 19 x 13 cm","Museo Correr, Venice",http://www.wga.hu/html/b/basaiti/man_cap.html,painting,portrait,Italian,1501-1550
"BASAITI, Marco",(active 1496-1530 in Venice),Portrait of Doge Agostino Barbarigo,-,"Oil on panel. 74,5 x 56 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/b/basaiti/barbarig.html,painting,portrait,Italian,1501-1550
"BASSANO, Jacopo","(b. ca. 1515, Bassano, d. 1592, Bassano)",Portrait of a Cardinal,c. 1545,"Oil on canvas, 58 x 46 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/b/bassano/jacopo/1/07cardin.html,painting,portrait,Italian,1551-1600
"BASSANO, Leandro","(b. 1557, Bassano del Grappa, d. 1622, Venezia)",Doge Marcantonio Memmo,1612-15,Oil on canvas,Private collection,http://www.wga.hu/html/b/bassano/leandro/doge_mem.html,painting,portrait,Italian,1601-1650
"BASSANO, Leandro","(b. 1557, Bassano del Grappa, d. 1622, Venezia)",Little Girl Carrying a Basket,c. 1594,"Pastel on burnished blue paper, 304 x 130 mm","Musée du Louvre, Paris",http://www.wga.hu/html/b/bassano/leandro/little_g.html,painting,portrait,Italian,1601-1650
"BASSANO, Leandro","(b. 1557, Bassano del Grappa, d. 1622, Venezia)",Portrait of a Widow at her Devotions,-,"Oil on canvas, 105 x 89 cm",Private collection,http://www.wga.hu/html/b/bassano/leandro/p_widow.html,painting,portrait,Italian,1601-1650
"BASSANO, Leandro","(b. 1557, Bassano del Grappa, d. 1622, Venezia)",Portrait of an Old Man,-,"Oil on canvas, 116 x 96 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/b/bassano/leandro/old_man.html,painting,portrait,Italian,1601-1650
"BASSETTI, Marcantonio","(b. 1588, Verona, d. 1630, Verona)",Portrait of an Old Man with Book,-,Oil on canvas,"Museo di Castelvecchio, Verona",http://www.wga.hu/html/b/bassetti/old_man.html,painting,portrait,Italian,1601-1650
"BASSETTI, Marcantonio","(b. 1588, Verona, d. 1630, Verona)",Portrait of an Old Man with Gloves,-,Oil on canvas,"Museo di Castelvecchio, Verona",http://www.wga.hu/html/b/bassetti/gloves.html,painting,portrait,Italian,1601-1650
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)","Don José Mo?ino y Redondo, Count of Floridablanca",c. 1776,"Oil on canvas, 98 x 75 cm","Art Institute, Chicago",http://www.wga.hu/html/b/batoni/monino.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)","Portrait of Charles William Ferdinand, Duke of Brunswick and Lüneburg",1767,Oil on canvas,"Herzog Anton Ulrich-Museum, Braunschweig",http://www.wga.hu/html/b/batoni/portrai2.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",A Knight in Rome: Charles Cecil Roberts,1778,"Oil on canvas, 221 x 157 cm","Museo del Prado, Madrid",http://www.wga.hu/html/b/batoni/roberts.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",Portrait of Charles Crowle,1761-62,"Oil on canvas, 248 x 172 cm","Musée du Louvre, Paris",http://www.wga.hu/html/b/batoni/crowle.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",Portrait of John Staples,1773,Oil on canvas,"Museo di Roma, Rome",http://www.wga.hu/html/b/batoni/portrai1.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",Portrait of Princess Giacinta Orsini Buoncampagni Ludovisi,c. 1758,"Oil on canvas, 137 x 100 cm",Private collection,http://www.wga.hu/html/b/batoni/giacinta.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",Self-Portrait,1773-74,"Oil on canvas, 76 x 61 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/b/batoni/selfport.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",Sir Gregory Page-Turner,1768,"Oil on canvas, 135 x 99 cm",Private collection,http://www.wga.hu/html/b/batoni/pageturn.html,painting,portrait,Italian,1751-1800
"BATONI, Pompeo","(b. 1708, Lucca, d. 1787, Roma)",The Countess of San Martino,1785,"Oil on canvas, 99 x 74 cm","Museo Thyssen-Bornemisza, Madrid",http://www.wga.hu/html/b/batoni/countess.html,painting,portrait,Italian,1751-1800
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",Family Gathering,1867,"Oil on canvas, 152 x 230 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/b/bazille/05family.html,painting,portrait,French,1851-1900
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",Girl in a Pink Dress,1864,"Oil on canvas, 147 x 110 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/b/bazille/01pink.html,painting,portrait,French,1851-1900
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",Louis Auriol Fishing,1870,"Oil on canvas, 103 x 55 cm",Private collection,http://www.wga.hu/html/b/bazille/09auriol.html,painting,portrait,French,1851-1900
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",Portrait of Auguste Renoir,1867,"Oil on canvas, 122 x 107 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/b/bazille/03renoir.html,painting,portrait,French,1851-1900
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",Self-Portrait with Palette,1865,"Oil on canvas, 109 x 71 cm","Art Institute, Chicago",http://www.wga.hu/html/b/bazille/02selfpo.html,painting,portrait,French,1851-1900
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",The Artist's Studio (detail),1870,Oil on canvas,"Musée d'Orsay, Paris",http://www.wga.hu/html/b/bazille/10studiox.html,painting,portrait,French,1851-1900
"BAZILLE, Jean-Frédéric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",The Artist's Studio,1870,"Oil on canvas, 98 x 129 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/b/bazille/10studio.html,painting,portrait,French,1851-1900
"BAZZANI, Giuseppe","(b. 1690, Mantova, d. 1769, Mantova)",Portrait of a Man,1730s,"Oil on canvas, 93 x 74 cm",Private collection,http://www.wga.hu/html/b/bazzani/portrait.html,painting,portrait,Italian,1701-1750
"BEACH, Thomas","(b. 1738, Milton Abbas, d. 1806, Dorchester)",Portrait of the Children of Charles Blair,1769,"Oil on canvas, 128 x 102 cm",Private collection,http://www.wga.hu/html/b/beach/children.html,painting,portrait,English,1751-1800
"BEALE, Mary","(b. 1633, Barrow, d. 1699, London)",Portrait of the Artist's Husband Charles Beale,c. 1681,"Oil on canvas, 125 x 100 cm",Private collection,http://www.wga.hu/html/b/beale/husband.html,painting,portrait,English,1651-1700
"BEAUBRUN, Charles","(b. 1604, Amboise, d. 1692, Paris)",Portrait of Mademoiselle de Montpensier,1655,"Oil on canvas, 109 x 88 cm","Museo del Prado, Madrid",http://www.wga.hu/html/b/beaubrun/montpens.html,painting,portrait,French,1651-1700
"BEAUNEVEU, André","(b. ca. 1330, Valenciennes, d. 1402, Bourges)",Gisant Portrait of Charles V,c. 1375,Stone,"Abbey Church, Saint-Denis",http://www.wga.hu/html/b/beauneve/gisant.html,sculpture,portrait,French,1351-1400
"BEAUVARLET, Jacques-Firmin","(b. 1731, Abbeville, d. 1797, Paris)",The Comtesse du Barry,c. 1770,Engraving,"Wildenstein Institute, Paris",http://www.wga.hu/html/b/beauvarl/du_barry.html,graphics,portrait,French,1701-1750
"BEAUX, Cecilia","(b. 1855, Philadelphia, d. 1942, Gloucester)",Charles Sumner Bird and His Sister Edith Bird Bass,1907,"Oil on canvas, 240 x 135 cm","Museum of Fine Arts, Boston",http://www.wga.hu/html/b/beaux/birds.html,painting,portrait,American,1851-1900
